qid,prediction,gt_label,final_prediction
4583,"[""['True']"", ""['True']"", ""['True']""]",True,False
4584,"[""['True']"", ""['True']"", ""['True']""]",True,False
4586,"[""['True']"", ""['True']"", ""['True']""]",True,False
4602,"[""['True']"", ""['True']"", ""['True']""]",True,False
4617,"[""['True']"", ""['Abstain']"", ""['True']""]",True,Abstain
4619,"[""['True']"", ""['True']"", ""['True']""]",True,False
4620,"[""['True']"", ""['True']"", ""['True']""]",True,False
4628,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
4633,"[""['True']"", ""['True']"", ""['True']""]",True,False
4641,"[""['True']"", ""['True']"", ""['True']""]",True,False
465,"[""['False']"", ""['False']"", ""['False']""]",False,False
4656,"[""['True']"", ""['True']"", ""['True']""]",True,False
467,"[""['True']"", ""['True']"", ""['True']""]",False,False
4687,"[""['True']"", ""['True']"", ""['True']""]",True,False
4691,"[""['True']"", ""['True']"", ""['True']""]",True,False
4696,"[""['True']"", ""['True']"", ""['True']""]",True,False
4700,"[""['True']"", ""['True']"", ""['True']""]",True,False
4716,"[""['True']"", ""['True']"", ""['True']""]",True,False
4723,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
4726,"[""['True']"", ""['True']"", ""['True']""]",True,False
4727,"[""['True']"", ""['True']"", ""['True']""]",True,False
473,"[""['False']"", ""['False']"", ""['False']""]",False,False
4746,"[""['True']"", ""['True']"", ""['True']""]",True,False
4750,"[""['True']"", ""['True']"", ""['True']""]",True,False
4758,"[""['True']"", ""['True']"", ""['True']""]",True,False
4765,"[""['True']"", ""['True']"", ""['True']""]",True,False
4776,"[""['True']"", ""['True']"", ""['True']""]",True,False
4784,"[""['True']"", ""['True']"", ""['True']""]",True,False
4795,"[""['True']"", ""['True']"", ""['True']""]",True,False
4799,"[""['True']"", ""['True']"", ""['True']""]",True,False
4803,"[""['True']"", ""['True']"", ""['True']""]",True,False
4812,"[""['True']"", ""['True']"", ""['True']""]",True,False
4820,"[""['True']"", ""['True']"", ""['True']""]",True,False
4840,"[""['True']"", ""['True']"", ""['True']""]",True,False
4872,"[""['True']"", ""['True']"", ""['True']""]",True,False
4883,"[""['True']"", ""['True']"", ""['True']""]",True,False
4887,"[""['True']"", ""['True']"", ""['True']""]",True,False
4899,"[""['True']"", ""['True']"", ""['True']""]",True,False
4907,"[""['True']"", ""['True']"", ""['True']""]",True,False
4915,"[""['True']"", ""['True']"", ""['True']""]",True,False
4937,"[""['True']"", ""['True']"", ""['True']""]",True,False
4954,"[""['True']"", ""['True']"", ""['True']""]",True,False
4956,"[""['True']"", ""['True']"", ""['True']""]",True,False
4972,"[""['False']"", ""['False']"", ""['False']""]",True,False
498,"[""['False']"", ""['False']"", ""['False']""]",False,False
4981,"[""['True']"", ""['True']"", ""['True']""]",True,False
4986,"[""['True']"", ""['True']"", ""['True']""]",True,False
5008,"[""['True']"", ""['True']"", ""['True']""]",True,False
503,"[""['False']"", ""['False']"", ""['False']""]",False,False
5030,"[""['True']"", ""['True']"", ""['True']""]",True,False
5034,"[""['True']"", ""['True']"", ""['True']""]",True,False
5035,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
504,"[""['False']"", ""['False']"", ""['False']""]",False,False
5044,"[""['True']"", ""['True']"", ""['True']""]",True,False
5058,"[""['True']"", ""['True']"", ""['True']""]",True,False
5083,"[""['True']"", ""['True']"", ""['True']""]",True,False
5091,"[""['True']"", ""['True']"", ""['True']""]",True,False
5093,"[""['True']"", ""['True']"", ""['True']""]",True,False
5094,"[""['True']"", ""['True']"", ""['True']""]",True,False
510,"[""['False']"", ""['False']"", ""['False']""]",False,False
5103,"[""['True']"", ""['True']"", ""['True']""]",True,False
5108,"[""['True']"", ""['True']"", ""['True']""]",True,False
5131,"[""['True']"", ""['True']"", ""['True']""]",True,False
5155,"[""['True']"", ""['True']"", ""['True']""]",True,False
5169,"[""['True']"", ""['True']"", ""['True']""]",True,False
5179,"[""['True']"", ""['True']"", ""['True']""]",True,False
5192,"[""['True']"", ""['True']"", ""['True']""]",True,False
5203,"[""['True']"", ""['True']"", ""['True']""]",True,False
525,"[""['False']"", ""['False']"", ""['False']""]",False,False
5283,"[""['True']"", ""['True']"", ""['True']""]",True,False
5288,"[""['True']"", ""['True']"", ""['True']""]",True,False
5295,"[""['True']"", ""['True']"", ""['True']""]",True,False
53,"[""['True']"", ""['True']"", ""['True']""]",True,False
5308,"[""['True']"", ""['True']"", ""['True']""]",True,False
5326,"[""['True']"", ""['True']"", ""['True']""]",True,False
5332,"[""['True']"", ""['True']"", ""['True']""]",True,False
5334,"[""['True']"", ""['True']"", ""['True']""]",True,False
5335,"[""['False']"", ""['False']"", ""['False']""]",True,False
5353,"[""['True']"", ""['True']"", ""['True']""]",True,False
5372,"[""['True']"", ""['True']"", ""['True']""]",True,False
54,"[""['True']"", ""['True']"", ""['True']""]",True,False
5402,"[""['True']"", ""['True']"", ""['True']""]",True,False
542,"[""['False']"", ""['False']"", ""['False']""]",False,False
544,"[""['False']"", ""['False']"", ""['False']""]",False,False
5444,"[""['True']"", ""['True']"", ""['True']""]",True,False
5460,"[""['True']"", ""['True']"", ""['True']""]",True,False
5465,"[""['True']"", ""['True']"", ""['True']""]",True,False
5468,"[""['True']"", ""['True']"", ""['True']""]",True,False
5506,"[""['True']"", ""['True']"", ""['True']""]",True,False
5516,"[""['True']"", ""['True']"", ""['True']""]",True,False
5557,"[""['True']"", ""['True']"", ""['True']""]",True,False
556,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
5561,"[""['True']"", ""['True']"", ""['True']""]",True,False
5569,"[""['Abstain']"", ""['Abstain']"", ""['True']""]",True,Abstain
5571,"[""['True']"", ""['True']"", ""['True']""]",True,False
5572,"[""['True']"", ""['True']"", ""['True']""]",True,False
5581,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
5592,"[""['True']"", ""['True']"", ""['True']""]",True,False
5603,"[""['True']"", ""['True']"", ""['True']""]",True,False
5640,"[""['True']"", ""['True']"", ""['True']""]",True,False
5659,"[""['True']"", ""['True']"", ""['True']""]",True,False
567,"[""['False']"", ""['False']"", ""['False']""]",False,False
57,"[""['True']"", ""['True']"", ""['True']""]",True,False
5702,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
5717,"[""['True']"", ""['True']"", ""['True']""]",True,False
572,"[""['False']"", ""['False']"", ""['False']""]",False,False
5721,"[""['True']"", ""['True']"", ""['True']""]",True,False
5723,"[""['True']"", ""['True']"", ""['True']""]",True,False
5744,"[""['True']"", ""['True']"", ""['True']""]",True,False
5745,"[""['True']"", ""['True']"", ""['True']""]",True,False
5754,"[""['True']"", ""['True']"", ""['True']""]",True,False
5763,"[""['True']"", ""['True']"", ""['True']""]",True,False
5765,"[""['True']"", ""['True']"", ""['True']""]",True,False
5785,"[""['True']"", ""['True']"", ""['True']""]",True,False
5790,"[""['True']"", ""['True']"", ""['True']""]",True,False
583,"[""['False']"", ""['False']"", ""['False']""]",False,False
584,"[""['False']"", ""['False']"", ""['False']""]",False,False
5864,"[""['True']"", ""['True']"", ""['True']""]",True,False
5870,"[""['True']"", ""['True']"", ""['True']""]",True,False
5877,"[""['True']"", ""['True']"", ""['True']""]",True,False
588,"[""['False']"", ""['False']"", ""['False']""]",False,False
5885,"[""['True']"", ""['True']"", ""['True']""]",True,False
589,"[""['False']"", ""['False']"", ""['False']""]",False,False
59,"[""['True']"", ""['True']"", ""['True']""]",True,False
5904,"[""['True']"", ""['True']"", ""['True']""]",True,False
5908,"[""['True']"", ""['True']"", ""['True']""]",True,False
5913,"[""['True']"", ""['True']"", ""['True']""]",True,False
593,"[""['False']"", ""['False']"", ""['False']""]",False,False
5954,"[""['False']"", ""['False']"", ""['False']""]",True,False
596,"[""['False']"", ""['False']"", ""['False']""]",False,False
5966,"[""['True']"", ""['True']"", ""['True']""]",True,False
5969,"[""['True']"", ""['True']"", ""['True']""]",True,False
6,"[""['True']"", ""['True']"", ""['True']""]",True,False
6007,"[""['True']"", ""['True']"", ""['True']""]",True,False
603,"[""['False']"", ""['False']"", ""['False']""]",False,False
6041,"[""['True']"", ""['True']"", ""['True']""]",True,False
6043,"[""['True']"", ""['True']"", ""['True']""]",True,False
6059,"[""['True']"", ""['True']"", ""['True']""]",True,False
606,"[""['False']"", ""['False']"", ""['False']""]",False,False
6064,"[""['True']"", ""['True']"", ""['True']""]",True,False
607,"[""['False']"", ""['False']"", ""['False']""]",False,False
6073,"[""['True']"", ""['True']"", ""['True']""]",True,False
608,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
6094,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
6117,"[""['True']"", ""['True']"", ""['True']""]",True,False
6133,"[""['True']"", ""['True']"", ""['True']""]",True,False
6138,"[""['True']"", ""['True']"", ""['True']""]",True,False
614,"[""['False']"", ""['False']"", ""['False']""]",False,False
6151,"[""['True']"", ""['Abstain']"", ""['True']""]",True,Abstain
6154,"[""['True']"", ""['True']"", ""['True']""]",True,False
6159,"[""['True']"", ""['True']"", ""['True']""]",True,False
6177,"[""['True']"", ""['True']"", ""['True']""]",True,False
6178,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
624,"[""['False']"", ""['False']"", ""['False']""]",False,False
6244,"[""['False']"", ""['False']"", ""['False']""]",True,False
6272,"[""['True']"", ""['True']"", ""['True']""]",True,False
628,"[""['False']"", ""['False']"", ""['False']""]",False,False
6280,"[""['True']"", ""['True']"", ""['True']""]",True,False
6297,"[""['True']"", ""['True']"", ""['True']""]",True,False
6300,"[""['True']"", ""['True']"", ""['True']""]",True,False
6312,"[""['True']"", ""['True']"", ""['True']""]",True,False
6341,"[""['True']"", ""['True']"", ""['True']""]",True,False
6346,"[""['True']"", ""['True']"", ""['True']""]",True,False
6356,"[""['True']"", ""['True']"", ""['True']""]",True,False
6367,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
6377,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
6384,"[""['True']"", ""['True']"", ""['True']""]",True,False
6389,"[""['True']"", ""['True']"", ""['True']""]",True,False
6417,"[""['True']"", ""['True']"", ""['True']""]",True,False
642,"[""['False']"", ""['False']"", ""['False']""]",False,False
6431,"[""['True']"", ""['True']"", ""['True']""]",True,False
6433,"[""['True']"", ""['True']"", ""['True']""]",True,False
6474,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
6475,"[""['True']"", ""['True']"", ""['True']""]",True,False
648,"[""['False']"", ""['False']"", ""['False']""]",False,False
6487,"[""['False']"", ""['False']"", ""['False']""]",False,False
6504,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
6509,"[""['False']"", ""['False']"", ""['False']""]",False,False
6513,"[""['False']"", ""['False']"", ""['False']""]",False,False
653,"[""['False']"", ""['False']"", ""['False']""]",False,False
6555,"[""['False']"", ""['False']"", ""['False']""]",False,False
6556,"[""['False']"", ""['False']"", ""['False']""]",False,False
6566,"[""['False']"", ""['False']"", ""['False']""]",False,False
6574,"[""['False']"", ""['False']"", ""['False']""]",False,False
6594,"[""['False']"", ""['False']"", ""['False']""]",False,False
6598,"[""['False']"", ""['False']"", ""['False']""]",False,False
661,"[""['False']"", ""['False']"", ""['False']""]",False,False
6630,"[""['True']"", ""['True']"", ""['True']""]",True,False
6637,"[""['True']"", ""['True']"", ""['True']""]",True,False
6638,"[""['True']"", ""['True']"", ""['True']""]",True,False
6649,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
665,"[""['False']"", ""['False']"", ""['False']""]",False,False
6654,"[""['True']"", ""['True']"", ""['True']""]",True,False
6657,"[""['False']"", ""['False']"", ""['False']""]",True,False
6659,"[""['True']"", ""['True']"", ""['True']""]",True,False
6664,"[""['True']"", ""['True']"", ""['True']""]",True,False
6679,"[""['True']"", ""['True']"", ""['True']""]",True,False
6681,"[""['True']"", ""['True']"", ""['True']""]",True,False
6687,"[""['True']"", ""['True']"", ""['True']""]",True,False
6688,"[""['True']"", ""['True']"", ""['True']""]",True,False
6699,"[""['True']"", ""['True']"", ""['True']""]",True,False
6701,"[""['True']"", ""['True']"", ""['True']""]",True,False
6703,"[""['True']"", ""['True']"", ""['True']""]",True,False
6709,"[""['True']"", ""['True']"", ""['True']""]",True,False
6710,"[""['True']"", ""['True']"", ""['True']""]",True,False
6711,"[""['True']"", ""['True']"", ""['True']""]",True,False
6713,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
6723,"[""['True']"", ""['True']"", ""['True']""]",True,False
6725,"[""['True']"", ""['True']"", ""['True']""]",True,False
6730,"[""['True']"", ""['True']"", ""['True']""]",True,False
6736,"[""['True']"", ""['True']"", ""['True']""]",True,False
6737,"[""['True']"", ""['True']"", ""['True']""]",True,False
6743,"[""['True']"", ""['True']"", ""['True']""]",True,False
675,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
6758,"[""['True']"", ""['True']"", ""['True']""]",True,False
6760,"[""['True']"", ""['True']"", ""['True']""]",True,False
6766,"[""['True']"", ""['True']"", ""['True']""]",True,False
6767,"[""['True']"", ""['True']"", ""['True']""]",True,False
6769,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
6772,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
6777,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
6778,"[""['False']"", ""['False']"", ""['False']""]",True,False
6783,"[""['False']"", ""['False']"", ""['False']""]",True,False
6786,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
6791,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
6797,"[""['False']"", ""['Abstain']"", ""['Abstain']""]",False,Abstain
68,"[""['True']"", ""['True']"", ""['True']""]",True,False
681,"[""['False']"", ""['False']"", ""['False']""]",False,False
6814,"[""['False']"", ""['False']"", ""['False']""]",False,False
6818,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
6822,"[""['True']"", ""['True']"", ""['True']""]",False,False
6826,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
6828,"[""['True']"", ""['Abstain']"", ""['True']""]",False,Abstain
6831,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
6840,"[""['True']"", ""['True']"", ""['True']""]",False,False
6846,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
6849,"[""['False']"", ""['False']"", ""['False']""]",False,False
6859,"[""['False']"", ""['False']"", ""['False']""]",False,False
6872,"[""['False']"", ""['False']"", ""['False']""]",False,False
6874,"[""['False']"", ""['False']"", ""['False']""]",False,False
6878,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
6884,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
6900,"[""['False']"", ""['False']"", ""['False']""]",False,False
6907,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
6908,"[""['False']"", ""['False']"", ""['False']""]",False,False
6909,"[""['False']"", ""['False']"", ""['False']""]",False,False
691,"[""['False']"", ""['False']"", ""['False']""]",False,False
6925,"[""['False']"", ""['False']"", ""['False']""]",False,False
6926,"[""['False']"", ""['False']"", ""['False']""]",False,False
6927,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
6928,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
6931,"[""['Abstain']"", ""['True']"", ""['False']""]",False,Abstain
6937,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",False,Abstain
6941,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
6942,"[""['False']"", ""['False']"", ""['False']""]",False,False
6943,"[""['False']"", ""['False']"", ""['False']""]",False,False
696,"[""['False']"", ""['False']"", ""['False']""]",False,False
6964,"[""['True']"", ""['True']"", ""['True']""]",True,False
6976,"[""['True']"", ""['True']"", ""['True']""]",True,False
6980,"[""['False']"", ""['Abstain']"", ""['False']""]",True,Abstain
6981,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
6984,"[""['True']"", ""['True']"", ""['True']""]",True,False
6986,"[""['True']"", ""['True']"", ""['True']""]",True,False
6987,"[""['True']"", ""['True']"", ""['True']""]",True,False
6995,"[""['True']"", ""['True']"", ""['True']""]",True,False
6997,"[""['Abstain']"", ""['True']"", ""['True']""]",True,Abstain
70,"[""['True']"", ""['True']"", ""['True']""]",True,False
7001,"[""['True']"", ""['True']"", ""['True']""]",True,False
7021,"[""['False']"", ""['False']"", ""['False']""]",False,False
7023,"[""['False']"", ""['False']"", ""['False']""]",False,False
7025,"[""['False']"", ""['False']"", ""['False']""]",False,False
7043,"[""['False']"", ""['False']"", ""['False']""]",False,False
7047,"[""['False']"", ""['False']"", ""['False']""]",False,False
7053,"[""['False']"", ""['False']"", ""['False']""]",False,False
7056,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
7061,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
7065,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",False,False
7071,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
7085,"[""['False']"", ""['False']"", ""['False']""]",True,False
7099,"[""['True']"", ""['True']"", ""['True']""]",True,False
71,"[""['True']"", ""['True']"", ""['True']""]",True,False
7101,"[""['True']"", ""['True']"", ""['True']""]",True,False
7109,"[""['True']"", ""['True']"", ""['True']""]",True,False
7121,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
7134,"[""['False']"", ""['True']"", ""['Abstain']""]",True,Abstain
7148,"[""['True']"", ""['True']"", ""['True']""]",True,False
715,"[""['False']"", ""['False']"", ""['False']""]",False,False
7151,"[""['True']"", ""['True']"", ""['True']""]",False,False
7155,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
7161,"[""['True']"", ""['True']"", ""['True']""]",True,False
7162,"[""['True']"", ""['True']"", ""['True']""]",True,False
7163,"[""['True']"", ""['True']"", ""['True']""]",False,False
717,"[""['False']"", ""['False']"", ""['False']""]",False,False
7170,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
7175,"[""['True']"", ""['True']"", ""['True']""]",False,False
7222,"[""['False']"", ""['False']"", ""['False']""]",True,False
7223,"[""['False']"", ""['False']"", ""['False']""]",False,False
7236,"[""['False']"", ""['False']"", ""['False']""]",False,False
7255,"[""['False']"", ""['False']"", ""['False']""]",False,False
7265,"[""['False']"", ""['False']"", ""['False']""]",False,False
7279,"[""['True']"", ""['True']"", ""['True']""]",True,False
7282,"[""['True']"", ""['True']"", ""['True']""]",True,False
7299,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
730,"[""['False']"", ""['False']"", ""['False']""]",False,False
7306,"[""['False']"", ""['False']"", ""['False']""]",False,False
7308,"[""['False']"", ""['False']"", ""['False']""]",False,False
7327,"[""['True']"", ""['True']"", ""['True']""]",True,False
7331,"[""['True']"", ""['True']"", ""['True']""]",False,False
7335,"[""['True']"", ""['True']"", ""['True']""]",True,False
7339,"[""['True']"", ""['True']"", ""['True']""]",False,False
7348,"[""['True']"", ""['True']"", ""['True']""]",True,False
735,"[""['False']"", ""['False']"", ""['False']""]",False,False
7353,"[""['True']"", ""['True']"", ""['True']""]",True,False
7365,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
7371,"[""['True']"", ""['True']"", ""['True']""]",True,False
738,"[""['False']"", ""['False']"", ""['False']""]",False,False
7386,"[""['False']"", ""['False']"", ""['False']""]",False,False
7390,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
7401,"[""['False']"", ""['False']"", ""['False']""]",False,False
7403,"[""['False']"", ""['False']"", ""['False']""]",False,False
741,"[""['False']"", ""['False']"", ""['False']""]",False,False
7410,"[""['False']"", ""['False']"", ""['False']""]",False,False
7431,"[""['False']"", ""['False']"", ""['False']""]",False,False
7433,"[""['False']"", ""['False']"", ""['False']""]",False,False
7434,"[""['False']"", ""['False']"", ""['False']""]",False,False
7435,"[""['False']"", ""['False']"", ""['False']""]",False,False
7443,"[""['False']"", ""['False']"", ""['False']""]",False,False
7445,"[""['False']"", ""['False']"", ""['False']""]",False,False
7449,"[""['False']"", ""['False']"", ""['False']""]",False,False
7450,"[""['False']"", ""['False']"", ""['False']""]",False,False
7452,"[""['False']"", ""['False']"", ""['False']""]",False,False
7455,"[""['False']"", ""['False']"", ""['False']""]",False,False
7457,"[""['False']"", ""['False']"", ""['False']""]",False,False
7459,"[""['False']"", ""['False']"", ""['False']""]",False,False
7460,"[""['False']"", ""['False']"", ""['False']""]",False,False
7462,"[""['False']"", ""['False']"", ""['False']""]",False,False
7463,"[""['False']"", ""['False']"", ""['False']""]",False,False
747,"[""['False']"", ""['False']"", ""['False']""]",False,False
7487,"[""['False']"", ""['False']"", ""['False']""]",False,False
7489,"[""['False']"", ""['False']"", ""['False']""]",False,False
7493,"[""['False']"", ""['False']"", ""['False']""]",False,False
7495,"[""['False']"", ""['False']"", ""['False']""]",False,False
7499,"[""['False']"", ""['False']"", ""['False']""]",False,False
7500,"[""['False']"", ""['False']"", ""['False']""]",False,False
7505,"[""['False']"", ""['False']"", ""['False']""]",False,False
7507,"[""['False']"", ""['False']"", ""['False']""]",False,False
7512,"[""['False']"", ""['False']"", ""['False']""]",False,False
7517,"[""['False']"", ""['False']"", ""['False']""]",False,False
7525,"[""['False']"", ""['False']"", ""['False']""]",False,False
7528,"[""['False']"", ""['False']"", ""['False']""]",False,False
7534,"[""['False']"", ""['False']"", ""['False']""]",False,False
7544,"[""['False']"", ""['False']"", ""['False']""]",False,False
7548,"[""['True']"", ""['True']"", ""['True']""]",True,False
7552,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
7556,"[""['Abstain']"", ""['True']"", ""['True']""]",True,Abstain
7564,"[""['True']"", ""['True']"", ""['True']""]",True,False
7565,"[""['True']"", ""['True']"", ""['True']""]",True,False
7571,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
7574,"[""['False']"", ""['False']"", ""['False']""]",True,False
7590,"[""['True']"", ""['True']"", ""['True']""]",True,False
7596,"[""['False']"", ""['Abstain']"", ""['True']""]",True,Abstain
7598,"[""['False']"", ""['False']"", ""['False']""]",True,False
7603,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
7611,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
7615,"[""['True']"", ""['True']"", ""['True']""]",True,False
7617,"[""['False']"", ""['False']"", ""['False']""]",True,False
7661,"[""['True']"", ""['True']"", ""['True']""]",True,False
7664,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
7668,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
7672,"[""['True']"", ""['True']"", ""['True']""]",True,False
7674,"[""['True']"", ""['True']"", ""['True']""]",True,False
7681,"[""['True']"", ""['True']"", ""['True']""]",True,False
7684,"[""['True']"", ""['True']"", ""['True']""]",True,False
7698,"[""['True']"", ""['True']"", ""['True']""]",True,False
7710,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
7711,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
7717,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
7720,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
7723,"[""['True']"", ""['True']"", ""['True']""]",True,False
7726,"[""['False']"", ""['False']"", ""['False']""]",False,False
7741,"[""['False']"", ""['False']"", ""['False']""]",False,False
7745,"[""['False']"", ""['False']"", ""['False']""]",False,False
7750,"[""['False']"", ""['False']"", ""['False']""]",False,False
7751,"[""['False']"", ""['False']"", ""['False']""]",False,False
7764,"[""['False']"", ""['False']"", ""['False']""]",False,False
7765,"[""['True']"", ""['Abstain']"", ""['False']""]",False,Abstain
7772,"[""['True']"", ""['True']"", ""['True']""]",True,False
7779,"[""['True']"", ""['True']"", ""['True']""]",True,False
7780,"[""['True']"", ""['True']"", ""['True']""]",True,False
7782,"[""['True']"", ""['True']"", ""['True']""]",True,False
7786,"[""['True']"", ""['True']"", ""['True']""]",True,False
7788,"[""['True']"", ""['True']"", ""['True']""]",True,False
7789,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
7796,"[""['True']"", ""['True']"", ""['True']""]",True,False
7797,"[""['True']"", ""['True']"", ""['True']""]",True,False
7803,"[""['Abstain']"", ""['Abstain']"", ""['False']""]",True,Abstain
781,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
7824,"[""['False']"", ""['False']"", ""['False']""]",False,False
7835,"[""['True']"", ""['True']"", ""['True']""]",False,False
7839,"[""['True']"", ""['False']"", ""['False']""]",False,Abstain
7863,"[""['False']"", ""['False']"", ""['False']""]",False,False
7885,"[""['False']"", ""['False']"", ""['False']""]",False,False
7891,"[""['False']"", ""['False']"", ""['False']""]",True,False
7895,"[""['False']"", ""['False']"", ""['False']""]",False,False
7896,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
7917,"[""['False']"", ""['False']"", ""['False']""]",True,False
7918,"[""['False']"", ""['False']"", ""['False']""]",True,False
7925,"[""['False']"", ""['False']"", ""['False']""]",True,False
793,"[""['False']"", ""['Abstain']"", ""['False']""]",False,Abstain
7932,"[""['False']"", ""['False']"", ""['False']""]",True,False
7941,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
7948,"[""['False']"", ""['False']"", ""['False']""]",True,False
7966,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
7968,"[""['False']"", ""['False']"", ""['False']""]",True,False
7984,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
7989,"[""['False']"", ""['False']"", ""['False']""]",True,False
80,"[""['True']"", ""['True']"", ""['True']""]",True,False
8006,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
8007,"[""['True']"", ""['Abstain']"", ""['True']""]",True,Abstain
801,"[""['False']"", ""['False']"", ""['False']""]",False,False
8010,"[""['False']"", ""['False']"", ""['False']""]",True,False
8019,"[""['True']"", ""['True']"", ""['True']""]",True,False
8021,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
8025,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
8044,"[""['True']"", ""['True']"", ""['True']""]",True,False
8083,"[""['True']"", ""['True']"", ""['True']""]",False,False
8086,"[""['True']"", ""['False']"", ""['True']""]",False,Abstain
8087,"[""['False']"", ""['False']"", ""['False']""]",False,False
8097,"[""['True']"", ""['True']"", ""['True']""]",False,False
8103,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
8111,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
813,"[""['False']"", ""['False']"", ""['False']""]",False,False
8135,"[""['False']"", ""['False']"", ""['False']""]",False,False
8136,"[""['True']"", ""['True']"", ""['True']""]",True,False
8153,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
816,"[""['False']"", ""['False']"", ""['False']""]",False,False
8163,"[""['True']"", ""['True']"", ""['True']""]",True,False
8169,"[""['False']"", ""['True']"", ""['True']""]",True,Abstain
8197,"[""['False']"", ""['False']"", ""['False']""]",False,False
8199,"[""['True']"", ""['True']"", ""['True']""]",True,False
8200,"[""['False']"", ""['False']"", ""['False']""]",False,False
8202,"[""['False']"", ""['False']"", ""['False']""]",False,False
8203,"[""['False']"", ""['False']"", ""['False']""]",False,False
8214,"[""['False']"", ""['False']"", ""['False']""]",True,False
8230,"[""['True']"", ""['True']"", ""['True']""]",True,False
8234,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
8239,"[""['False']"", ""['False']"", ""['False']""]",False,False
8242,"[""['False']"", ""['False']"", ""['False']""]",False,False
8249,"[""['True']"", ""['True']"", ""['True']""]",True,False
826,"[""['False']"", ""['False']"", ""['False']""]",False,False
8263,"[""['False']"", ""['False']"", ""['False']""]",False,False
8273,"[""['False']"", ""['False']"", ""['False']""]",False,False
8280,"[""['True']"", ""['True']"", ""['True']""]",True,False
8291,"[""['True']"", ""['True']"", ""['True']""]",True,False
83,"[""['True']"", ""['True']"", ""['True']""]",True,False
