qid,response,gt_label
191,Diego Maradona,"['Manlio Scopigno', 'Achille Piccini', 'Vincenzo Voccia', 'Farnese Masoni', 'Amedeo Amadei', 'Alfonso Negro', 'Carlo Barbieri', 'Bruno Gramaglia', 'Giovanni Ciccarelli', 'Ottavio Bugatti', 'Rodolfo Beltrandi', 'Ottorino Dugini', 'Carlo Paoletti', 'Sergio Chellini', 'Nereo Rocco', 'Mario Astorri', 'Leandro Remondini', 'Biagio Dreossi', 'Bruno Cappellini', 'Vittorio Mosele', 'Vinicio Viani', 'Petar Manola', 'Pietro Pastorino', 'Giuseppe Gaggiotti', 'Jenő Vinyei', 'Piero Golin', ""Ernani D'Alconzo"", 'Luigi Ganelli', 'Arnaldo Sentimenti', 'Egidio Turchi', 'István Mike Mayer', 'Italo Romagnoli', 'Silvio Formentin', 'Carlo Alberto Quario', 'Ivo Šuprina', 'Giulio Castelli', 'Roberto La Paz', 'Flavio Cecconi', 'Ottavio Morgia', 'Carlo Biagi', 'Pietro Arcari', 'Evaristo Barrera', 'Felice Borel', 'Giacomo Blason', 'Antonio Sessa', 'Bruno Pesaola', 'Maximiliano Faotto', 'Filippo Prato', 'Dionisio Arce', 'Jone Spartano', 'Renato Cappellini', 'Alberto Rosso', 'Salvatore Martire', 'Ferruccio Santamaria', 'Hasse Jeppson', 'Brenno Fontanesi', 'Angelo Solbiati', 'Enzo Rosignoli', 'Umberto Menti', 'Renato Brighenti', 'Dino Da Caprile', 'Andrea Verrina', 'Luigi Amicarelli', 'Luigi Rosellini', 'Antonio Bacchetti', 'Nicolò Nicolosi', 'Corrado Tamietti', 'Giancarlo Vitali', 'Vittorio Dagianti', 'Bruno Berra', 'Federico Zanolla', 'Naim Kryeziu', 'Umberto Busani', 'Luís Vinício', 'Giuseppe Casari', 'Luigi Cassano', 'Paolo Todeschini', 'Luigi Vultaggio', 'Alberto Delfrati']"
192,Alfredo D'Angelo,"['Giorgio Ramusani', 'Ennio Testa', 'Corrado Perli', 'Dino Lucianetti', 'Gustavo Giagnoni', 'Piero Gardoni', 'Giovanni Ferretti', 'Alberto Latini', 'Farnese Masoni', 'Giovanni Migliorini', 'Gianni Fermi', 'Paolo Morelli', 'Gianni Seghedoni', 'Mario Pistacchi', 'Benito Meroni', 'Enrico Mazzucchi']"
193,David Steel,"['Antony Buck', 'Donald Chapman, Baron Northfield', 'Merlyn Rees', 'Arthur Vere Harvey, Baron Harvey of Prestbury', 'James Callaghan', 'Willie Whitelaw', 'Charles Mott-Radclyffe', 'Cyril Black', 'Edwin Wainwright', 'Leo Abse', 'Les Huckfield', 'Samuel Silkin, Baron Silkin of Dulwich', 'David Crouch', 'Arthur Skeffington', 'Keith Joseph', 'James Idwal Jones', 'Roger Gresham Cooke', 'Emrys Hughes', 'William Elliott, Baron Elliott of Morpeth', 'Richard Sharples', 'Joseph Symonds', 'Michael Jopling, Baron Jopling', 'Peter Shore', 'Gordon Campbell, Baron Campbell of Croy', 'Alex Eadie', 'Fred Blackburn', 'Norman Miscampbell', 'Lionel Heald', 'Jack McCann', 'John Astor', 'John Stonehouse', 'Gregor Mackenzie', 'William Whitlock', 'Iain Macleod', 'Michael Stewart, Baron Stewart of Fulham', 'James Ramsden', 'Keith Speed', 'Joseph Mallalieu', 'Robert Cooke', 'David Watkins', 'Douglas Jay, Baron Jay', 'Burnaby Drayson', 'Laurence Pavitt', 'Robert Woof', 'Anthony Greenwood, Baron Greenwood of Rossendale', 'Barnett Janner, Baron Janner', 'David Weitzman', 'Terence Higgins, Baron Higgins', 'James Dance', 'Alf Morris', 'George Brown, Baron George-Brown', 'Bessie Braddock', 'John Hay', 'Anthony Kershaw', 'Ian Lloyd', 'Keith Stainton', 'Richard Buchanan', 'Bernard Conlan', 'Anthony Grant', 'John Eden, Baron Eden of Winton', 'Brian Walden', 'Bob Mitchell', 'Norman Atkinson', 'Ronald Brown', 'Stanley McMaster', 'Gilbert Longden', 'James Hamilton', 'William Rupert Rees-Davies', 'Robert Cant', 'Ray Fletcher', 'James Hamilton, 5th Duke of Abercorn', 'Jim Sillars', 'William Baxter', 'John Mendelson', 'Philip Holland', 'Harold Gurden', 'James Scott-Hopkins', 'Julian Snow, Baron Burntwood', 'Gordon Oakes', 'Stephen McAdden', 'Edward Short, Baron Glenamara', 'Joan Lestor, Baroness Lestor of Eccles', 'Ian Percival', 'Geoffrey Johnson Smith', 'Bruce Millan', 'Malcolm MacPherson', 'Shirley Summerskill', 'Douglas Glover', 'Ian Orr-Ewing, Baron Orr-Ewing', 'Peter Rawlinson, Baron Rawlinson of Ewell', 'Frank McElhone', 'Neil Marten', 'Jeffrey Archer', 'Robert Lindsay, 29th Earl of Crawford', 'John Hunt', 'Horace King, Baron Maybray-King', 'Ray Gunter', 'Thomas McMillan', 'Anthony Berry', 'Ernest Fernyhough', 'Bert Hazell', 'Nigel Fisher', 'Edward Boyle, Baron Boyle of Handsworth', 'Geoffrey Rippon', 'Alec Jones', 'Ivor Richard, Baron Richard', 'Thomas Swain', 'Ronald Bell', 'Myer Galpern', 'George Rogers', 'William A. Wilkins', 'Russell Johnston', 'Charles Taylor', 'Robert Grant-Ferris', 'Donald Kaberry, Baron Kaberry of Adel', 'Jack Dunnett', 'Ron Ledger', 'Stanley Orme, Baron Orme', 'Jasper More', 'Fred Harris', 'Frank Allaun', 'Arthur Woodburn', 'Walter Harrison', 'James Johnson', 'Arthur Blenkinsop', 'Peter Michael Kirk', 'Harry Pursey', 'Tony Benn', 'Dick Taverne', 'Mark Carlisle', 'James Dunn', 'Ioan Evans', 'Eric Ogden', 'Roy Hughes, Baron Islwyn', 'Walter Elliot', 'Ted Rowlands, Baron Rowlands', 'Nigel Birch, Baron Rhyl', 'Peter Fry', 'Sir Eric Errington, 1st Baronet', 'James Tinn', 'Frederick Burden', 'George Strauss', 'Michael English', 'Geoffrey Wilson', 'Oscar Murton, Baron Murton of Lindisfarne', 'Angus Maude', 'William Wells', 'Scholefield Allen', 'Sydney Irving', 'John Fraser', 'Frank Judd, Baron Judd', 'Neill Cooper-Key', 'Reginald Paget, Baron Paget of Northampton', 'Joan Vickers, Baroness Vickers', 'David Webster', 'Douglas Houghton, Baron Houghton of Sowerby', 'Charles Loughlin', 'John Page', 'Daniel Awdry', 'William Hannan', 'Ian MacArthur', 'William Griffiths', 'Jennie Lee, Baroness Lee of Asheridge', 'Fred Silvester', 'Kenneth Lewis', 'Gwilym Roberts', 'Donald Anderson, Baron Anderson of Swansea', 'Paul Hawkins', 'Roland Moyle', 'Sir Robert Cary, 1st Baronet', 'Tom Oswald', 'Albert Roberts', 'Frederick Corfield', 'Sir John Rodgers, 1st Baronet', 'Michael Alison', 'Harry Gourlay', 'Anthony Crosland', 'Arthur Irvine', 'Cyril Osborne', 'Maurice Edelman', 'John Farr', 'Joan Quennell', 'Edward Heath', 'Tom Boardman, Baron Boardman', 'Margaret Herbison', 'Jo Grimond', 'Christopher Chataway', 'Eldon Griffiths', 'Michael McGuire', 'Archie Manuel', 'David Griffiths', 'Dennis Walters', 'Lance Mallalieu', 'Walter Padley', 'George Thomas, 1st Viscount Tonypandy', 'Clive Bossom', 'Julian Ridsdale', 'Neil Carmichael, Baron Carmichael of Kelvingrove', 'Arthur Probert', 'Norman St John-Stevas, Baron St John of Fawsley', 'John Hill', 'Will Owen', 'John Hall', 'Patrick Jenkin', 'William Rodgers', 'Fred Mulley', 'Ben Ford', 'Albert Oram, Baron Oram', 'Albert Murray, Baron Murray of Gravesend', 'Ronald Lewis', 'Charles Morrison', 'Eric Varley', 'Maurice Orbach', 'Henry Kerby', 'Margaret Thatcher', 'Bonner Pink', 'S. O. Davies', 'Ernest Armstrong', 'James Prior, Baron Prior', 'John Wells', 'John Jennings', 'Albert Evans', 'Cranley Onslow', 'Arthur Pearson', 'John Dunwoody', 'Judith Hart', 'Christopher Mayhew', 'Ted Leadbitter', 'Evelyn King', 'David Mitchell', 'Kenneth Robinson', 'Eric Fletcher, Baron Fletcher', 'Robert Edwards', 'Joe Ashton', 'Michael Winstanley, Baron Winstanley', 'Anthony Barber', 'Edmund Dell', 'Edward Bishop, Baron Bishopston', 'Alan Williams', 'Stephen Hastings', 'Desmond Donnelly', 'Marcus Worsley', 'Harry Randall', 'Knox Cunningham', 'Harold Davies, Baron Davies of Leek', 'Leslie Spriggs', 'Robin Turton, Baron Tranmire', 'Marcus Lipton', 'Hugh Delargy', 'John Boyd-Carpenter, Baron Boyd-Carpenter', 'Harwood Harrison', 'Tudor Watkins, Baron Watkins', 'Joyce Butler', 'Richard Crawshaw', 'Eirene White, Baroness White', 'Patrick Wall', 'Robert Maclennan, Baron Maclennan of Rogart', 'John Brewis', 'Sir John Gilmour, 3rd Baronet', 'Frederick Elwyn Jones, Baron Elwyn-Jones', 'Harold Lever, Baron Lever of Manchester', 'Hugh Fraser', 'Cyril Bence', 'Frederick Willey', 'Peter Tapsell', 'Edward Brown', 'John Foster', 'Alfred Hall-Davis', 'Godman Irvine', 'Joseph Godber', 'Walter Loveys', 'Philip Noel-Baker, Baron Noel-Baker', 'Paul Dean, Baron Dean of Harptree', 'Donald Coleman', 'Esmond Wright', 'Reginald Bennett', 'Neil McBride', 'John Cordle', 'Jeremy Thorpe', 'Don Concannon', 'Robert Brown', 'John Pardoe', 'Nicholas Scott', 'Maurice Macmillan', 'Charles Fletcher-Cooke', 'Michael Heseltine', 'Philip Goodhart', 'James Hoy, Baron Hoy', 'John Golding', 'Patrick Gordon Walker', 'Jerry Wiggin', 'Robert Carr', 'James Boyden', 'John Mackintosh', 'William Teeling', 'David Owen', 'Thomas Urwin', 'Henry Maitland Clark', 'William Wilson', 'Michael Shaw', 'Tam Galbraith', 'Eric Moonman', 'Jack Ashley, Baron Ashley of Stoke', ""Michael O'Halloran"", 'Norman Wylie, Lord Wylie', 'Victor Goodhew', 'Peter Walker, Baron Walker of Worcester', 'Willie Hamilton', 'David Renton, Baron Renton', 'Robert Sheldon, Baron Sheldon', 'Reg Freeson', 'John Peyton, Baron Peyton of Yeovil', 'Harold Neal', 'Julian Amery, Baron Amery of Lustleigh', ""Brian O'Malley"", 'David Price', 'Arthur Lewis', 'Charles Doughty', 'John Mackie, Baron John-Mackie', 'John Burns Hynd', 'Spencer Summers', ""Henry d'Avigdor-Goldsmid"", 'Peter Hordern', 'John Robertson', 'Brian Batsford', 'Marcus Kimball, Baron Kimball', 'Michael Hamilton', 'Percy Grieve', 'Jill Knight', 'Derek Walker-Smith, Baron Broxbourne', 'Harold Wilson', 'Eddie Milne', 'Brandon Rhys-Williams', 'Peter Doig', 'Lawrence Orr', 'John Silkin', 'Kevin McNamara', 'Kenneth Marks', 'Harmar Nicholls', 'Hugh Jenkins, Baron Jenkins of Putney', 'Charles Grey', 'Richard Wood, Baron Holderness', 'Irene Ward, Baroness Ward', 'Hugh Lucas-Tooth', 'Gerald Wills', 'Frank Tomney', 'Geoffrey Lloyd, Baron Geoffrey-Lloyd', 'Claude Lancaster', 'Alex Lyon', 'Richard Hornby', 'Tufton Beamish, Baron Chelwood', 'Clifford Kenyon', 'Winnie Ewing', 'Patrick Wolrige-Gordon', 'Raymond Gower', 'Frederick Lee, Baron Lee of Newton', 'Bernard Braine', 'Bob Mellish, Baron Mellish', 'Tom Price', 'John Osborn', 'Albert Booth', 'Martin Maddan', 'Morgan Morgan-Giles', 'Hector Hughes', 'Thomas Williams', 'Enoch Powell', 'Alan Fitch', 'Eric Heffer', 'John Diamond, Baron Diamond', 'David Waddington, Baron Waddington', 'William Robson Brown', 'Tom Steele', 'John Smith', 'Joseph Hiley', 'David Ennals, Baron Ennals', 'Graham Page', 'Tom Driberg', 'Petre Crowder', 'Syd Bidwell', 'John Parker', 'Richard Crossman', 'Manny Shinwell, Baron Shinwell', 'Donald Dewar', 'Douglas Dodds-Parker', 'John Biffen', 'Betty Harvie Anderson', 'Benjamin Whitaker', 'Arthur Davidson', 'Niall MacDermot', 'Renee Short', 'James Dempsey', 'Harold Finch', 'George Thomson, Baron Thomson of Monifieth', 'Elfed Davies, Baron Davies of Penrhys', 'Lena Jeger, Baroness Jeger', 'Fred Peart, Baron Peart', 'Fergus Montgomery', 'Peter Blaker, Baron Blaker', 'Anthony Royle, Baron Fanshawe of Richmond', 'Tom King, Baron King of Bridgwater', 'Francis Pym, Baron Pym', 'Paul Rose', 'Ronald Russell', 'Charles Morris', 'David Steel', 'Mark Woodnutt', 'Cledwyn Hughes, Baron Cledwyn of Penrhos', 'David Marquand', 'Reg Prentice, Baron Prentice', 'Alice Bacon, Baroness Bacon', 'Christopher Price', 'Kenneth Baker, Baron Baker of Dorking', 'Lewis Carter-Jones', 'Ian Mikardo', 'Bernard Weatherill', 'Willie Ross, Baron Ross of Marnock', 'William Molloy, Baron Molloy', 'Norman Buchan', 'Dickson Mabon', 'Arthur Palmer', 'Roy Mason', 'John Peel', 'Duncan Sandys', 'Barbara Castle, Baroness Castle of Blackburn', 'Harold Walker, Baron Walker of Doncaster', 'James Allason', 'Joseph Harper', 'William Small', 'Peter Mills', 'Humphrey Atkins', 'John Rankin', 'William Hamling', 'Jock Bruce-Gardyne', 'George Jeger', 'Norman Pentland', 'John Forrester', 'Gwynfor Evans', 'Julius Silverman', 'Robin Chichester-Clark', 'Arthur Jones', 'Tom Bradley', 'George Willis', 'Reginald Eyre', 'Mervyn Pike, Baroness Pike', 'David Winnick', 'Malcolm Stoddart-Scott', 'Bill Deedes', 'Lynch Maydon', 'Michael Foot', 'Selwyn Lloyd', 'Quintin Hogg, Baron Hailsham of St Marylebone', 'Denis Howell, Baron Howell', 'Beresford Craddock', 'Gordon Bagier', 'John Meredith Temple', 'Hector Monro, Baron Monro of Langholm', 'Alfred Evans', 'George Currie', 'Victor Yates', 'Ted Garrett', 'George Darling', 'Walter Bromley-Davenport', 'Arnold Shaw', 'Richard Body', 'Geraint Morgan', 'Michael Clark Hutchison', 'Edward du Cann', 'Sir Fitzroy MacLean, 1st Baronet', 'Evan Luard', 'James MacColl', 'George Wallace, Baron Wallace of Coslany', 'Tom Iremonger', 'William van Straubenzee', 'Herbert Butler', 'Edward Lyons', 'Ifor Davies', 'Shirley Williams', 'Roy Jenkins', 'John Nott', 'Nicholas Ridley, Baron Ridley of Liddesdale', 'Dan Jones', 'Gerald Nabarro', 'Jeremy Bray', 'Reginald Maudling', 'Anthony Stodart, Baron Stodart of Leaston', 'Airey Neave', 'Alfred Broughton', 'Antony Lambton', 'Robert Maxwell', 'Michael McNair-Wilson', 'Francis Pearson', 'Rafton Pounder', 'Goronwy Roberts, Baron Goronwy-Roberts', 'Patrick McNair-Wilson', 'Geoffrey de Freitas', 'Harry Legge-Bourke', 'Tam Dalyell', 'Gwyneth Dunwoody', 'Ian Gilmour, Baron Gilmour of Craigmillar', 'Eric Bullus', 'David Lane', 'Denis Healey', 'Peter Emery', 'Bruce Campbell', 'Alice Cullen', 'Harold Boardman', 'Hugh Rossi', 'Stan Newens', 'Emlyn Hooson, Baron Hooson', 'Austen Albu', 'Ernest Perry', 'Geoffrey Hirst', 'Malcolm Macmillan', 'Andrew Faulds', 'George Younger, 4th Viscount Younger of Leckie', 'Brian Harrison', 'Dudley Smith', 'Sir Richard Glyn, 9th Baronet', 'Kenneth Lomas', 'John Tilney', 'John Langford-Holt', 'Michael Noble, Baron Glenkinglas', 'George Sinclair', 'Freda Corbet', 'Timothy Kitson', 'Albert Costain', 'Jim Griffiths', 'Joseph Slater, Baron Slater', 'Gerry Fitt', 'Woodrow Wyatt', 'Richard Reader Harris', 'Robin Maxwell-Hyslop', 'Eric Lubbock, 4th Baron Avebury', 'David Gibson-Watt, Baron Gibson-Watt', 'Dingle Foot', 'Russell Kerr', 'John Morris, Baron Morris of Aberavon', 'David Ginsburg', 'Richard Kelley', 'Ernest Marples', 'Peter Archer, Baron Archer of Sandwell', 'Walter Clegg', 'Richard Marsh, Baron Marsh', 'Ray Mawby', 'Richard Wainwright', 'Ben Parkin', 'Teddy Taylor', 'John Scott, 9th Duke of Buccleuch', 'Leslie Lever, Baron Lever', 'Maurice Miller', 'Edward Fletcher', 'Stephen Swingler', 'Raphael Tuck', 'David Howell, Baron Howell of Guildford', 'Charles Pannell', 'Ernest Thornton', 'John Desmond Cronin', 'Paul Bryan', 'Simon Mahon', 'George Lawson', 'John Biggs-Davison', 'Francis Noel-Baker', 'James Wellbeloved', 'Simon Wingfield Digby', 'John Vaughan-Morgan, Baron Reigate', 'Frederic Bennett', 'Joel Barnett, Baron Barnett', 'Arthur Latham']"
194,Luis Carrero Blanco,"['Ángel González Álvarez', 'Ramón Serrano Suñer', 'José Martínez Emperador', 'Rafael Ruiz Gallardón', 'Euloxio Gómez Franqueira', ""Joaquim Buxó Dulce d'Abaigar"", 'Francisco Labadie Otermin', 'Manuel Díez-Alegría', 'Juan Antonio Samaranch', 'Fernando María Castiella y Maíz', 'José María Sentís Simeón', 'Gregorio Marañón Moya', 'Adolfo Suárez', 'Carlos González-Bueno', 'Florentino Pérez Embid', 'Santiago de Cruïlles de Peratallada Bosch', 'José Luis de Arrese', 'Jesús Esperabé de Arteaga González', 'Armando Muñoz Calero', 'Camilo Alonso Vega', 'Fernando Herrero Tejedor', 'Blas Tello', 'Carlos Asensio Cabanillas', 'Fernando Martín-Sánchez Juliá', 'Antonio Barroso y Sánchez-Guerra', 'José Finat y Escrivá de Romaní', 'Torcuato Luca de Tena', 'Juan José Espinosa San Martín', 'Rodolfo Martín Villa', 'José Clua Queixalós', 'Blas Piñar', 'Pilar Primo de Rivera', 'José Utrera Molina']"
195,"Trevor Aylott, David Kerslake","['Danny Chapman', 'Amara Simba', 'Paul Linger', 'Jason Harris', 'Darren Pitcher', 'Abdallah Bah', 'Billy Turley', 'Gary Bellamy', 'Simon Downer', 'Aaron McLean', 'Chris Mackenzie', 'Scott Barrett', 'Kevin Austin', 'Ron Fearon', 'Mark Warren', 'Lee Colkin', 'Mel Capleton', 'Matt Joseph', 'Emmanuel Omoyinmi', 'Richard Garcia', 'Neil Gough', 'Cauê Benicio', 'Roger Joseph', 'Craig Maskell', 'Steve Castle', 'Barry Lakin', 'Scott Canham', 'Gavin Holligan', 'Andy Ansah', 'Ashley Bayes', 'Sam Ayorinde', 'Chris Whyte', 'Ian Hendon', 'Steve McCormick', 'Lee Hodges', 'Mickey Bennett', 'Chris Tate', 'Bjørn Heidenstrøm', 'Martin Ling', 'Robbie Reinelt', 'Danny Hockton', 'Leo Fortune-West', 'Wim Walschaerts', 'Scott Houghton', 'Glenn Cockerill', 'Dean Smith', 'Junior McDougald', 'Shaun Brooks', 'Andy Harris', 'Ronnie Gould', 'Jabo Ibehre', 'Mark Stimson', 'Colin West', 'Matt Lockwood', 'Dave Morrison', 'Les Sealey', 'KK Opara', 'Lee Shearer', 'Andy Arnott', 'Mark Cooper', 'Dave Martin', 'Steve Finney', 'Darran Rowbotham', 'Adam Barrett', 'Dave Regis', 'Josh Low', 'Jason Brissett', 'Darren Purse', 'Paul Raynor', 'Billy Jones', 'John Martin', 'Dominic Naylor', 'Alex Inglethorpe', 'Jamie Clapham', 'Danny Brown', 'Steve Hodge', 'David McGhee', 'Dave Hanson', 'Nicky Shorey', 'Iyseden Christie', 'Greg Berry', 'Scott McGleish', 'Tony Kelly', 'Stuart Hicks', 'Ademola Bankole', 'Nicky Haydon', 'Peter Garland', 'Neale Fenn', 'Simon Clark', 'Steve Watts', 'Carl Griffiths', 'Peter Shilton', 'Russell Kelly', 'Ray Wilkins', 'Alvin Martin']"
196,Klaus Wowereit,"['Volker Hassemer', 'Christine Bergmann', 'Herwig Haase', 'Jutta Limbach', 'Ulrich Roloff-Momin', 'Thomas Krüger']"
197,Hirohito,['Hirohito']
198,"Francesco Totti, Fabio Cannavaro","['Alberto Paloschi', 'Andrea Schiavone', 'Manuel Giandonato', 'Nicola Bellomo', 'Francesco Pisano', 'Gabriele Paonessa', 'Guido Marilungo', 'Mario Balotelli', 'Matteo Darmian', 'Jacopo Sala', 'Andrea Consigli', 'Davide Lanzafame', 'Vito Mannone', 'Francesco Rossi', 'Gabriele Angella', 'Karim Laribi', 'Alessandro Florenzi', 'Francesco Bolzoni', 'Michael Cia', 'Alessandro Crescenzi', 'Paolo Frascatore', 'Luca Caldirola', 'Andrea Poli', 'Mattia Destro', 'Andrea Rispoli', 'Simone Sini', 'Nicola Pozzi', 'Marco Tattini', 'Alessio Cerci', 'Nicola Sansone', 'Samuele Longo', 'Alberto Masi', 'Antonio Mazzotta', 'Giuseppe De Luca', 'Mattia Perin', 'Angelo Ogbonna', 'Francesco Bardi', 'Marco Motta', 'Nicola Rigoni', 'Lorenzo Crisetig', 'Stephan El Shaarawy', 'Michele Camporese', 'Riccardo Piscitelli', 'Andrea Ranocchia', 'Vincenzo Fiorillo', 'Marco Andreolli', 'Riccardo Brosco', 'Piermario Morosini', 'Marco Mancosu', 'Davide Brivio', 'Marco Romizi', 'Marco Davide Faraoni', 'Andrea Seculin', 'Simone Romagnoli', 'Daniele Mori', 'Mario Sampirisi', 'Lorenzo Insigne', 'Robert Acquafresca', 'Salvatore Sirigu', 'Mattia De Sciglio', 'Andrea Bertolacci', 'Lorenzo Tonelli', 'Salvatore Bocchetti', 'Manolo Gabbiadini', 'Ciro Immobile', 'Domenico Criscito', 'Francesco Signori', 'Antonino Barillà', 'Federico Viviani', 'Marco Silvestri', 'Federico Macheda', 'Daniele Baselli', 'Giulio Donati', 'Luca Antei', 'Lino Marzoratti', 'Lorenzo Ariaudo', 'Carlo Pinsoglio', 'Luca Marrone', 'Sergio Viotti', 'Marco Crimi', 'Riccardo Improta', 'Antonio Candreva', 'Diego Fabbrini', 'Lorenzo De Silvestri', 'Roberto Soriano', 'Fabiano Santacroce', 'Federico Casarini', 'Davide Bottone', 'Ezequiel Schelotto', 'Gianvito Misuraca', ""Marco D'Alessandro"", 'Fausto Rossi', 'Sebastian Giovinco', 'Marco Capuano', 'Cristiano Biraghi', 'Danilo Cataldi', 'Marco Verratti', 'Riccardo Saponara', 'Tommaso Bianchi', 'Davide Petrucci', 'Michele Cremonesi', 'Federico Moretti', 'Paolo De Ceglie', 'Giacomo Bonaventura', 'Davide Di Gennaro', 'Ettore Mendicino', 'Daniele Dessena', 'Giuseppe Rizzo', 'Ivan Castiglia', 'Francesco Renzetti', 'Antonino Ragusa', 'Cristian Pasquato', 'Fernando Forestieri', 'Ignazio Abate', 'Mattia Mustacchio', 'Giuseppe Bellusci', 'Fabio Borini', 'Niccolò Giannetti', 'Stefano Okaka', 'Simone Colombi', 'Davide Santon', 'Alberto Frison']"
199,James I,['James VI and I']
200,Summer Edwards,"['Claudio Vellani', 'Giovanni Carlo Ferrari', 'Flavio Del Barba', 'Corrado Nastasio', 'Emmerich Tarabocchia', 'Giorgio Zoff', 'Gaetano Montenegro', 'Sandro Crispino', 'Emilio Monaldi', 'Giuseppe Materazzi', 'Ennio Fiaschi', 'Angelo Carella', 'Giuliano Fortunato']"
201,"Roger Hunt, Ian St. John","['George Latham', 'Ned Doig', 'Tom Chorlton', 'Alf West', 'Joe Hewitt', 'Sam Raybould', 'John Glover', 'Andy McGuigan', 'Sam Hardy', 'John Hunter', 'Edgar Chadwick', 'Jack Cox', 'Arthur Goddard', 'Alex Raisbeck', 'Fred Buck', 'Bill Perkins', 'Jack Chadburn', 'Dickie Morris', 'Tom Robertson', 'George Livingstone']"
202,Robert S. Brudnick,"['Helen F. North', 'James Henry Oliver', 'Bernard Knox', 'George A. Kennedy']"
203,Graham Branch,"['Andrew Cole', 'Robbie Blake', 'John Spicer', 'Andy Gray', 'Danny Fox', 'Jack Cork', 'Joe McKee', 'Steven Caldwell', 'Frédéric Nimani', 'Steven Fletcher', 'Fernando Guerrero', 'Russell Anderson', 'Mark Randall', 'Jon Harley', 'Alex MacDonald', 'Kyle Lafferty', 'Chris Iwelumo', 'Diego Penny', 'Nicky Weaver', 'David Unsworth', 'Lee Grant', 'Kevin McDonald', 'Martin Paterson', 'Steve Jones', 'Jay Rodriguez', 'Ross Wallace', 'Remco van der Schaaf', 'David Nugent', 'Kevin Long', 'Stephen Jordan', 'Joey Guðjónsson', 'Richard Eckersley', 'David Edgar', 'Besart Berisha', 'Steven Thompson', 'Chris McCann', 'Clarke Carlisle', 'Leon Cort', 'Wade Elliott', ""Garreth O'Connor"", 'Stanislav Varga', 'Graham Alexander', 'Christian Kalvenes', 'Tyrone Mears', 'Alan Mahon', 'Chris Eagles', 'Dominic Knowles', 'Rhys Williams', 'Wes Fletcher', 'John Guidetti', 'Ade Akinbiyi', 'Brian Easton', 'André Bikey', 'Gábor Király', 'Brian Jensen']"
204,David Crown,"['Chris Powell', 'Brett Angell', 'Martin Hayes', 'David Howell', 'Lee Nogan', 'Mark Hone', 'Jamie Forrester', 'Andy Ansah', 'Stan Collymore', 'Keith Dublin', 'Andy Harris', 'Paul Williams', 'Lee Chapman', 'Steve Brignall', 'Steve Harkness', 'Mark Stimson', 'Simon Royce', 'Andy Thomson', 'Mick Bodley', 'Ronnie Whelan', 'Graham Bressington', 'Tommy Mooney', 'Shane Westley', 'Andy Turner', 'Jeroen Boere', 'Mark McNally', 'Andy Edwards', 'Mike Lapper', 'Tony Henriksen', 'Ron Fearon', 'Kenny Brown', 'Gary Jones', 'Roger Willis', 'Peter Beadle', 'Paul Harding', 'Ian Selley', 'Spencer Prior', 'Dave Martin', 'Ritchie Hanlon', 'Ricky Otto', 'John Cornwell', 'Jonathan Hunt', 'Mel Capleton', 'Ken Charlery', 'Mike Marsh', 'Steve Brown', 'Gary Poole', 'Phil Gridelet', 'Paul Smith', ""Kevin O'Callaghan"", 'Keith Jones', 'Adam Locke', 'Tony Battersby', 'Paul Read', 'Dominic Iorfa', 'Anthony Barness', 'Jason Lee', 'Petter Belsvik', 'Pat Scully', 'Andy Sussex', 'Dave Regis', 'Andy Rammell', 'Ijah Anderson', 'Leo Roget']"
205,Alan Little,"['Tony Cunningham', 'Darren Foreman', 'Kenny Burns', 'Andy Rhodes', 'Ian Chandler', 'Mick Pickering', 'Billy Ronson', 'Ian Walsh', 'Stuart Gray', 'David Geddis', 'David Hirst', 'Paul Futcher', 'Wayne Goodison', 'Steve Agnew', 'Gordon Owen', 'John MacDonald', 'Jim Dobbin', 'Joe Joyce', 'Rodger Wylde', 'Sigurður Jónsson', 'Mick McGuire', 'Larry May', 'Ron Futcher', 'Trevor Aylott', 'Ian Ironside', 'Simon Lowe', 'Nicky Law', 'John Beresford', 'Carl Airey', 'Steve Lowndes', 'Andy Kiwomya', 'David Johnson', 'Ian Knight', 'Dave Wilkes', 'Carl Bradshaw', 'Jake Findlay']"
206,"Ian Callaghan, Steve Heighway","['Ron Smith', 'Tommy Smith', 'Peter Thompson', 'Tommy Younger', 'John Best', 'Allan Jones', 'Bobby Campbell', 'Johnny Wheeler', 'Jimmy Melia', 'Willie Stevenson', 'Fred Morris', 'Sammy Reid', 'Ron Yeats', 'Gerry Byrne', 'Billy Liddell', 'Tommy Lawrence', 'Tommy Leishman', 'Dave Hickson', 'Chris Lawler', 'Bert Slater', 'Gordon Milne', 'Jimmy Harrower', 'Ian St. John', 'Trevor Roberts', ""Alan A'Court"", 'Ian Callaghan', 'Roger Hunt']"
207,Tommy Lawton,"['William Rawson', 'Walpole Vidal', 'Leonard Howell', 'Pelham von Donop', 'Robert Kingsford', 'Alexander Bonsor', 'Cuthbert Ottaway', 'Herbert Rawson', 'Francis Birley', 'C. W. Alcock', 'John Hawley Edwards', 'Alfred Goodwyn', 'Reginald Courtenay Welch', 'Hubert Heron', 'William Maynard', 'William Kenyon-Slaney', 'Alfred Stratford']"
